Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,AvgMonthlySpend,NumServices,StreamingBundleCount,PhoneBundleCount,HasInternet,Is_Electronic_Check,Churn Value
No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,21.96,1,0,1,0,0,0
Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,75.14999999999999,2,0,1,1,1,0
No,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,103.70454545454545,6,2,1,1,0,0
No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,44.55,343.45,42.93125,3,1,0,1,0,0
No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,110.34142857142857,8,2,2,1,0,1
No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,81.58461538461538,3,1,1,1,1,1
No,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,One year,No,Credit card (automatic),70.9,1964.6,67.7448275862069,5,1,2,1,0,0
No,Yes,No,58,Yes,No,DSL,No,No,Yes,No,One year,No,Credit card (automatic),50.3,2878.55,49.630172413793105,2,0,1,1,0,0
No,No,No,3,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,53.61666666666667,2,0,1,1,0,0
No,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),60.6,2985.25,62.192708333333336,4,0,2,1,0,0
No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.15,5253.95,93.82053571428571,5,0,2,1,1,0
Yes,Yes,No,13,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.3,528.45,40.650000000000006,2,2,0,1,1,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.65,78.65,78.65,2,1,1,1,1,1
No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,19.0,1,0,1,0,0,0
No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,69.95,1,0,1,1,0,0
No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,69.72611940298506,5,1,1,1,0,0
No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,19.60625,1,0,1,0,0,0
Yes,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,80.84625,3,0,1,1,0,1
No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,112.16372549019609,7,2,2,1,1,0
No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,106.30357142857143,7,2,2,1,0,0
No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,19.460416666666667,1,0,1,0,0,0
No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,34.4625,2,0,0,1,1,1
No,No,No,5,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,20.04,0,0,0,1,0,0
No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,26.59027777777778,2,0,2,0,0,0
No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,One year,No,Mailed check,61.2,2021.2,57.74857142857143,4,0,1,1,0,0
No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,75.36181818181818,2,0,2,1,1,0
No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,69.733,5,1,2,1,0,0
No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,100.70833333333333,5,2,1,1,0,0
No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.95,514.6,85.76666666666667,3,1,1,1,0,0
No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,19.959999999999997,1,0,1,0,0,0
Yes,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,20.85,1,0,1,0,0,1
Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.8,546.95,78.13571428571429,3,1,2,1,1,1
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,70.45,1,0,1,1,0,1
No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,80.4,2937.65,81.60138888888889,2,1,1,1,1,0
No,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.55,201.0,50.25,3,2,0,1,1,1
Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.7,2845.15,91.77903225806452,4,1,2,1,1,0
No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.65,5174.35,105.59897959183674,7,1,2,1,0,0
No,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,1621.35,30.025,1,0,0,1,1,0
Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,80.4375,2,0,2,1,1,1
No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5364.8,103.16923076923078,6,2,2,1,1,0
No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,83.95,2254.2,86.69999999999999,3,1,2,1,1,1
No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,16.391666666666666,1,0,1,0,0,0
Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.4,6126.15,94.24846153846153,5,1,1,1,1,0
No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,19.457692307692305,1,0,1,0,0,0
No,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,One year,No,Mailed check,70.6,2708.2,71.26842105263158,5,1,1,1,0,0
No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1025.05,19.7125,1,0,1,0,0,0
No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,89.6,365.65,91.4125,4,1,2,1,0,1
No,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,54.88513513513514,3,0,2,1,0,0
No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,95.0608695652174,6,1,2,1,1,1
No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,78.9,299.75,74.9375,2,1,1,1,0,0
No,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,106.4,4040.65,103.60641025641026,6,2,2,1,1,0
No,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,66.75882352941177,6,2,0,1,0,0
No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,112.03285714285714,8,2,2,1,0,0
No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.25,612.95,61.295,4,1,1,1,0,0
No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,2666.75,45.19915254237288,2,2,0,1,1,0
No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,85.65,338.9,84.725,3,1,2,1,1,1
No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,95.8,3036.75,92.02272727272727,4,2,1,1,1,1
No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,78.33333333333333,5,1,2,1,0,0
Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.85,6470.1,92.43,4,1,2,1,1,0
Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,25.2,0,0,0,1,1,1
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,67.35,1,0,1,1,0,1
No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,96.79655172413793,5,2,1,1,0,0
No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,89.3990909090909,8,2,2,1,1,0
No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,21.61,2,0,2,0,1,0
No,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,,,2,0,2,0,0,0
No,No,No,4,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.75,245.15,61.2875,3,0,1,1,1,0
No,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,54.3,54.3,3,0,2,1,1,0
No,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,101.30624999999999,5,2,1,1,0,1
Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,76.14999999999999,2,0,2,1,1,0
No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,54.275,2,0,1,1,1,0
No,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,95.3,2192.9,95.34347826086957,4,2,1,1,0,0
No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,20.976315789473684,1,0,1,0,0,0
No,No,No,6,No,No phone service,DSL,No,No,No,Yes,One year,Yes,Mailed check,49.25,255.6,42.6,3,2,0,1,0,0
No,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,One year,No,Credit card (automatic),58.0,1734.5,59.810344827586206,4,0,1,1,0,0
No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,25.576923076923077,2,0,2,0,0,0
No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,111.09855072463769,8,2,2,1,0,0
No,Yes,No,11,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,55.28636363636363,2,1,1,1,0,0
No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,19.221666666666668,1,0,1,0,0,0
No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,195.65,65.21666666666667,4,1,1,1,0,0
No,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,24.563114754098358,2,0,2,0,0,0
No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,89.13661971830986,7,2,1,1,0,0
No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,89.33380281690141,8,2,2,1,0,0
No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.8,1641.3,82.065,2,1,1,1,1,0
No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,89.85,5844.65,89.9176923076923,5,0,2,1,1,0
Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.05,5483.9,92.94745762711864,6,0,2,1,1,0
No,No,No,8,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,23.2875,0,0,0,1,0,0
No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,1442.6,42.42941176470588,3,1,0,1,1,0
No,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,102.70070422535211,6,2,1,1,1,0
No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,19.3,1,0,1,0,0,0
No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,83.29305555555555,7,2,2,1,0,0
No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,19.599999999999998,1,0,1,0,0,0
No,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.55,3692.85,94.68846153846154,5,1,1,1,1,1
No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,22.521875,1,0,1,0,0,0
Yes,No,No,45,No,No phone service,DSL,No,No,No,No,One year,No,Electronic check,34.2,1596.6,35.48,1,1,0,1,1,0
Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,69.75,1,0,1,1,1,1
No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,104.96052631578948,6,2,2,1,1,0
No,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,64.78846153846153,5,1,1,1,0,0
No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.15,1319.85,54.99375,3,0,1,1,1,0
No,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.6,1297.8,68.30526315789473,4,0,1,1,1,0
No,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,19.811940298507466,1,0,1,0,0,0
No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,61.35,3766.2,62.769999999999996,4,0,1,1,0,0
No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,89.10071428571429,8,2,2,1,0,0
No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,20.371739130434783,1,0,1,0,1,0
No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,88.45,370.65,92.6625,3,2,1,1,1,1
No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.15,1415.0,94.33333333333333,5,2,2,1,1,0
No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,118.17573529411764,8,2,2,1,0,0
No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.3,424.15,84.83,4,0,2,1,1,1
Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,73.4625,1,0,1,1,1,0
No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.1,701.3,100.18571428571428,4,2,2,1,1,0
No,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,106.90588235294118,6,2,1,1,1,0
Yes,No,No,9,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,49.2,447.9,49.766666666666666,2,0,1,1,0,0
No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,90.23333333333333,2,0,2,1,0,1
No,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,35.61666666666667,2,0,0,1,0,1
Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.15,3670.5,83.42045454545455,4,0,1,1,1,0
No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.35,190.5,95.25,4,1,1,1,1,0
No,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),64.1,4326.25,63.62132352941177,4,1,1,1,0,0
No,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,88.97222222222223,3,1,1,1,1,0
No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.4,3474.2,96.50555555555555,4,2,2,1,1,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,19.65,1,0,1,0,0,0
No,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,99.50795454545455,5,2,1,1,0,0
No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,26.13153846153846,2,0,2,0,0,0
No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,One year,No,Bank transfer (automatic),92.2,2568.15,91.71964285714286,4,2,2,1,0,0
Yes,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,45.85,1,0,1,1,0,0
Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,91.3,91.3,91.3,3,2,1,1,1,1
No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,57.45,990.85,55.047222222222224,3,1,1,1,1,1
No,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,54.85,916.15,57.259375,5,1,0,1,0,0
Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,1218.25,76.140625,2,1,1,1,1,0
No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,26.90076923076923,2,0,2,0,0,0
No,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,100.3,4483.95,99.64333333333333,5,2,1,1,1,0
Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),109.55,7920.7,110.00972222222222,7,2,2,1,0,0
No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,One year,No,Bank transfer (automatic),54.9,2614.1,52.282,3,0,2,1,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,44.55,1,0,1,1,0,0
No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,19.27962962962963,1,0,1,0,0,0
No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,55.50555555555556,3,0,1,1,0,0
No,No,No,13,Yes,No,DSL,Yes,No,No,Yes,One year,No,Mailed check,55.15,742.9,57.146153846153844,3,0,1,1,0,0
No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,108.55915492957746,7,2,2,1,1,0
No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.15,3615.6,100.43333333333334,5,2,2,1,1,1
No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.35,4759.55,74.36796875,6,1,1,1,0,0
No,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,103.47232142857142,6,2,2,1,0,0
No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,95.10625,4,1,2,1,0,1
No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,20.050746268656717,1,0,1,0,1,0
No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,44.65,3,1,0,1,0,1
No,No,No,2,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,50.95,123.05,61.525,2,0,1,1,0,0
No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,96.85,24.2125,1,0,1,0,0,0
No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),38.5,2763.0,38.375,3,0,0,1,0,0
No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,19.627142857142857,1,0,1,0,0,0
Yes,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,89.45,2807.65,90.56935483870969,4,1,2,1,1,0
No,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,20.23695652173913,1,0,1,0,0,0
No,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,60.08515625,5,2,0,1,0,0
No,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,84.69,7,2,2,1,0,0
No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.35,4653.25,69.45149253731343,6,0,2,1,0,0
No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),108.25,6780.1,107.62063492063493,7,2,2,1,0,0
No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,94.64850746268657,5,1,2,1,0,1
No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,26.083333333333332,2,0,2,0,0,0
No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.0,286.8,57.36,2,0,1,1,0,0
No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.25,374.0,37.4,2,0,0,1,1,0
No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,20.58653846153846,1,0,1,0,0,0
Yes,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.15,3822.45,76.449,6,1,2,1,0,0
No,No,No,9,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,40.75,359.4,39.93333333333333,2,1,0,1,1,0
No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,92.68897058823529,8,2,2,1,0,0
Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,One year,No,Mailed check,60.7,1597.4,61.43846153846154,3,1,1,1,0,0
No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,107.51328125,7,2,2,1,0,0
No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,59.983333333333334,5,2,0,1,0,1
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,152.7,76.35,2,1,1,1,0,1
No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,24.4,1,0,1,0,0,0
No,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,96.8,5,1,1,1,0,1
Yes,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.6,279.55,93.18333333333334,4,2,2,1,1,1
No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,79.82619047619048,3,0,2,1,0,0
No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,96.56463414634146,5,2,1,1,0,0
